Phrase,Neighbours
pseudorandom number generator,"pseudorandom number generators, javascript pseudorandom number generators, number theory"
pseudorandom number generators,"pseudorandom number generator, javascript pseudorandom number generators, number theory"
public key encryption models,"encryption keys, data encryption standard, advanced encryption standard, encryption algorithms, encryption algorithm, certificate-based encryption, deterministic encryption, deterministic encryption scheme, deterministic encryption schemes, probabilistic encryption scheme"
python package,
quadratic function,"quadratic probing, linear function, mathematical function, linear quadratic gaussian control, primitive recursive function, differentiable function, linear discriminant function, continuous function, recursive parametrically polymorphic function, basic function"
quadratic probing,"linear probing, quadratic function, linear quadratic gaussian control"
quality metrics,receive quality metric
quantum computation language,"quantum computing, quantum computer, quantum information, quantum information theory, topological quantum computer, quantum mechanics, quantum cryptography, superconducting quantum computing, symbolic computation, natural computation"
quantum computer,"quantum computing, quantum programming, topological quantum computer, quantum computation language, quantum information, quantum programming environment, quantum data, quantum information theory, quantum neural networks, quantum mechanics"
quantum computing,"quantum computer, quantum programming, quantum computation language, quantum programming environment, quantum data, quantum information, topological quantum computer, quantum mechanics, quantum information theory, quantum cryptography"
quantum cryptography,"quantum computing, quantum information, quantum information theory, quantum programming, quantum computation language, quantum programming environment, quantum data, quantum computer, quantum programming languages, topological quantum computer"
quantum data,"quantum information, quantum computing, quantum information theory, quantum computer, quantum programming, quantum mechanics, quantum cryptography, quantum error, quantum programming environment, topological quantum computer"
quantum error,"quantum computing, quantum computer, quantum data, quantum programming, quantum information, quantum mechanics, quantum programming environment, quantum information theory, quantum computation language, quantum cryptography"
quantum graph states,"graph states, graph state, graph theory, topological quantum computer, quantum computing, quantum data, quantum mechanics, quantum information, quantum programming environment, quantum computer"
quantum information,"quantum information theory, quantum data, quantum computing, quantum computer, quantum computation language, quantum programming, quantum mechanics, quantum cryptography, topological quantum computer, quantum programming environment"
quantum information theory,"quantum information, quantum data, quantum computing, quantum computation language, quantum computer, information theory, quantum mechanics, quantum cryptography, quantum programming, topological quantum computer"
quantum mechanics,"quantum computing, quantum information, quantum information theory, quantum programming, quantum data, quantum computation language, quantum programming environment, quantum computer, topological quantum computer, quantum error"
quantum neural networks,"neural networks, quantum programming, quantum computing, physical neural networks, neural network, quantum computer, artificial neural networks, deep neural networks, quantum programming environment, physical neural network"
quantum programming,"quantum programming environment, quantum computing, quantum programming languages, functional quantum programming languages, quantum computer, imperative quantum programming languages, topological quantum computer, quantum information, quantum data, quantum neural networks"
quantum programming environment,"quantum programming, quantum programming languages, quantum computing, functional quantum programming languages, imperative quantum programming languages, quantum computer, topological quantum computer, quantum mechanics, quantum information, quantum cryptography"
quantum programming languages,"functional quantum programming languages, imperative quantum programming languages, quantum programming, quantum programming environment, scientific programming languages, quantum cryptography, programming languages, quantum neural networks, general programming languages, programming language theory"
quasilinear time algorithms,"polynomial time algorithm, computation time, iterative algorithms, standard computer algorithms, time delay neural network, efficient algorithms, approximation algorithms, sequential algorithms, linearithmic time, anderberg algorithms"
query optimization,"combinatorial optimization, optimization algorithm, combinatorial optimization problems, optimization methods, optimization problem, optimization problems, optimization software, program optimization, optimization mechanism, optimization theory"
radial functions,"math functions, polynomial functions, complex functions, empirical orthogonal functions, main functions, general recursive functions, primitive recursive functions, evaluation functions, sigmoid functions, standard sigmoid functions"
radix sort,"hybrid merge sort, parallel sort, insertion sort, comparison sort, sort keys, pigeonhole sort"
ram usage,
random access,"random subset, random indexing, random vectors, markov random field, random permutation model, random binary tree, random forest, random binary trees, random projection, random forests"
random binary tree,"random binary trees, binary tree, binary trees, random forest, extended binary trees, random forests, binary search tree, sorted binary tree, binary search trees, balanced binary search trees"
random binary trees,"random binary tree, binary trees, random forest, random forests, binary tree, extended binary trees, binary search trees, balanced binary search trees, binary search tree, random decision forests"
random decision forests,"random forests, random forest, decision trees, decision tree technique, random binary trees, random binary tree, decision boundaries, decision boundary, decision model, decision network"
random forest,"random forests, random binary trees, random decision forests, random binary tree, random access, random subset, random vectors, random indexing, markov random field, random projection"
random forests,"random forest, random decision forests, random binary trees, random binary tree, random subset, random vectors, random access, random indexing, markov random field, random projection"
random indexing,"random subset, random vectors, random access, markov random field, random permutation model, random forest, random projection, random forests, random binary tree, random binary trees"
random permutation model,"random subset, random vectors, markov random field, random access, random indexing, random binary tree, random projection, random binary trees, probabilistic model, gaussian mixture model"
random projection,"random vectors, random binary trees, random subset, random binary tree, markov random field, random access, random indexing, random permutation model, random forest, random forests"
random subset,"random vectors, random indexing, random permutation model, random access, markov random field, random binary tree, random forest, random binary trees, random forests, random projection"
random vectors,"random subset, random projection, markov random field, random indexing, random access, random permutation model, binary vectors, random binary trees, random binary tree, row vectors"
randomization function,"randomization functions, randomizing function, linear function, mathematical function, continuous function, density function, wigner function, quadratic function, differentiable function, linear objective function"
randomization functions,"randomization function, statistical density functions, empirical orthogonal functions, complex functions, computable functions, activation functions, radial functions, math functions, fold functions, polynomial functions"
randomized algorithm,"randomized algorithms, randomized predictions, deterministic algorithm, shuffling algorithm, randomized meldable priority queue, greedy algorithm, supervised learning algorithm, algorithm theory, learning algorithm, compound algorithm"
randomized algorithms,"randomized algorithm, randomized predictions, distributed algorithms, efficient algorithms, genetic algorithms, iterative algorithms, shuffling algorithms, standard computer algorithms, evolutionary algorithms, machine learning algorithms"
randomized meldable priority queue,"priority queue, priority queues, double-ended priority queue, priority queue based data structure, randomized algorithms, randomized algorithm, randomized predictions, meldable heap implementation, meldable heap"
randomized predictions,"randomized algorithms, randomized algorithm, randomized meldable priority queue"
randomizing function,"randomization function, continuous function, linear function, computable function, mathematical function, wigner function, quadratic function, differentiable function, density function, logistic function"
range coding,"range encoding, coding theory, temporal coding, huffman coding, adaptive huffman coding"
range encoding,"range coding, character encoding, delta encoding"
range queries,user queries
raspberry pi,
rational data type,"data type, logical data model, term complex data type, primitive data types, data abstraction, data structure, structured data, data structures, data objects, type inference"
raw data,"original data, structured data, compressed data, data objects, digital data, data elements, data set, structured data mining, decompressed data, compressed data structure"
rayleigh quotient,
rbf networks,"connectionist networks, progressive networks, router networks, directed networks, terrestrial networks, heterogeneous networks, bayesian networks, semantic networks, ambient networks, sensor networks"
reactive programming,"functional programming, successive linear programming, linear programming, computer programming, automatic programming, logic programming, generic programming, automata-based programming, evolutionary programming, programming language"
real numbers,
reasoning system,"reasoning systems, computational system, fuzzy logica mathematical system, information system, dynamical system, linear system, system level analysis, system matrix, software system, fuzzy control system"
reasoning systems,"reasoning system, systems theory, computer algebra systems, systems engineering, artificial systems, systems architecture, fuzzy systems, information technology systems design, semiautomatic data processing systems, reduction systems"
receive quality metric,quality metrics
recognition tasks,"classification tasks, pattern recognition task, object recognition technology, machine learning tasks, gesture recognition, pattern recognition, image recognition, character recognition, object recognition  technical report icg, statistical pattern recognition"
recommendation systems,"software systems, 3d user interaction systems, reasoning systems, information technology systems design, artificial systems, computer systems, distributed artificial intelligence systems, database systems, systems architecture, fuzzy control systems"
recurrent neural nets,"recurrent neural networks, recurrent neural network, fully recurrent neural networks, continuous-time recurrent neural networks, discrete time recurrent neural networks, neural networks, neural network, differentiable neural computers, neural network toolbox, feedforward neural network"
recurrent neural network,"recurrent neural networks, fully recurrent neural networks, continuous-time recurrent neural networks, discrete time recurrent neural networks, recurrent neural nets, neural network, neural networks, physical neural network, physical neural networks, artificial neural network"
recurrent neural networks,"recurrent neural network, fully recurrent neural networks, continuous-time recurrent neural networks, discrete time recurrent neural networks, recurrent neural nets, neural networks, neural network, physical neural networks, physical neural network, artificial neural networks"
recursive algorithm,"general recursive functions, recursive relation, parallel algorithm, conquer algorithm, algorithm theory, division algorithm, sequential algorithm, polynomial time algorithm, backfitting algorithm, matching algorithm"
recursive algorithms,"hybrid recursive algorithms, general recursive functions, primitive recursive functions, primitive recursive function, efficient algorithms, sequential algorithms, standard computer algorithms, iterative algorithms, anderberg algorithms, recursive parametrically polymorphic function"
recursive parametrically polymorphic function,"polymorphic recursion, primitive recursive functions, primitive recursive function, general recursive functions, differentiable function, polymorphic association, hybrid recursive algorithms, recursive algorithms, recursive relation, recursive algorithm"
recursive relation,"general recursive functions, recursive algorithm, recursive parametrically polymorphic function, database relation"
red hat virtualization,"user virtualization, desktop virtualization"
reduction systems,"first-order reduction, systems theory, artificial systems, systems engineering, systems architecture, semiautomatic data processing systems, computer systems, reasoning systems, fuzzy control systems, software systems"
register allocation,"memory allocation, cost allocation, resource allocation, conventional dynamic memory allocation libraries, stack register, main stack register"
regression analysis,"regression models, linear regression models, linear regression, multivariate linear regression, local regression, regression tasks, multivariate analysis, data analysis, bivariate analysis, logistic regression"
regression models,"linear regression models, regression analysis, linear regression, multivariate linear regression, local regression, computational models, regression tasks, dynamic models, nonparametric bayesian models, probabilistic models"
regression tasks,"regression analysis, regression models, linear regression, linear regression models, local regression, multivariate linear regression, computer programming tasks, classification tasks, logistic regression, ridge regression"
regular graph,"graph algorithms, graph theory, underlying graph, graph state, graph exploration, parallel graph algorithms, graph search, graph polynomial, graph states, finite graph"
regularization methods,"linear regularization methods, orthogonal decomposition methods, lossy methods, probabilistic methods, optimization methods, computational methods, spectral methods, boosting methods, finite element methods, information technology methods"
regularized logistic regression,"logistic regression, logistic model, logistic function, regression analysis, linear regression, multivariate linear regression, regression models, linear regression models, local regression, ridge regression estimator"
reinforcement learning,"deep reinforcement learning, reinforcement learning agent, supervised learning, supervised learning model, eager learning, learning theory, supervised learning models, supervised feature learning, learning method, machine learning"
reinforcement learning agent,"reinforcement learning, deep reinforcement learning, supervised learning model, supervised learning models, learning algorithm, supervised feature learning, supervised learning, intelligent agent paradigm, learning method, feature learning"
relational algebra,"relational semantics, computer algebra, relational model, abstract algebra, linear algebra, computer algebra systems, relational database, relational databases, relational database theory, numerical linear algebra"
relational database,"relational databases, relational database theory, relational database domain, relational database models, database relation, database systems, database model, database table, relational semantics, relational model"
relational database domain,"relational database, relational databases, relational database theory, relational database models, database relation, database systems, database table, database model, database index, database columns"
relational database models,"relational database theory, relational database, relational databases, database model, relational database domain, relational model, database relation, database systems, database table, probabilistic relational model"
relational database theory,"relational database, relational databases, relational database models, relational database domain, database relation, database model, database systems, relational model, relational semantics, database table"
relational databases,"relational database, relational database theory, relational database domain, relational database models, relational semantics, current databases, statistical databases, relational model, temporal databases, relational algebra"
relational model,"relational database models, probabilistic relational model, relational semantics, relational database theory, structured model, relational algebra, relational database, relational databases, data model, logical data model"
relational semantics,"programming language semantics, relational algebra, relational model, relational database theory, relational database, relational databases, relational database domain, relational database models, probabilistic relational model"
representation learning,"learning theory, feature learning, transductive learning, supervised learning, learning vector quantization, supervised feature learning, graphic representation, transfer learning, learning method, computational learning theory"
residual bit error rate,"bit manipulation, bit manipulations, bit string, bit bashing, bit array, bit sequences, bit twiddling, error monitoring, error detection, bit slicing"
resizable array,"dynamically allocated array, dynamic array, mutable array, array list, bit array"
resource allocation,"cost allocation, memory allocation, conventional dynamic memory allocation libraries, special memory allocation libraries, register allocation, computational resource"
reverse indexes,"unreversed indexes, reverse lookup"
reverse lookup,"lookup table, reverse indexes, lookup tables"
revision control software,"software implementations, software construction, software development, optimization software, software structure, fuzzy control systems, fuzzy control system, model predictive control, modeling software, ai control problem"
reward-based selection,
ridge functions,"ridge regressions, ridge regression, ridge regression estimator, complex functions, math functions, fold functions, main functions, sigmoid functions, empirical orthogonal functions, radial functions"
ridge regression,"ridge regressions, ridge regression estimator, ridge functions, linear regression, regression analysis, local regression, linear regression models, regression models, multivariate linear regression, logistic regression"
ridge regression estimator,"ridge regressions, ridge regression, ridge functions, regression analysis, linear regression, local regression, linear regression models, regression models, multivariate linear regression, logistic regression"
ridge regressions,"ridge regression, ridge regression estimator, ridge functions"
right stochastic matrix,"stochastic matrix, left stochastic matrix, stochastic process, stochastic version, stochastic control, stochastic optimization, stochastic weights, stochastic gradient descent, stochastic differential equations, stochastic optimization algorithms"
robbinsmonro optimization algorithm,"optimization algorithm, optimization methods, optimization mechanism, optimization theory, optimization problems, functional optimization, optimization software, optimization problem, combinatorial optimization, nonlinear optimization"
root node,"leaf node, terminal node, outer node, external node, Node Link"
rooted tree,"balanced tree, tree decomposition, untyped tree structure, binary tree, tree contraction, tree decompositions, weight-balanced tree, tree traversal, sorted binary tree, ordered tree"
router networks,"connectionist networks, terrestrial networks, directed networks, rbf networks, progressive networks, heterogeneous networks, sensor networks, semantic networks, ambient networks, bayesian networks"
row vectors,"support vectors, binary vectors, random vectors"
run time,"training time, time delays, processor time, computation time, time delay neural network, time complexity, linearithmic time, quasilinear time algorithms, discrete time recurrent neural networks, polynomial time algorithm"
runtime efficiency,"runtime environment, runtime framework, common language runtime, runtime error detection"
runtime environment,"runtime framework, common language runtime, runtime efficiency, advanced computing environment, distributed computing environment, runtime error detection, desktop environment, quantum programming environment, immersive virtual environment"
runtime error detection,"error detection, error monitoring, runtime framework, runtime environment, error message, runtime efficiency, common language runtime, input error, compilation error, residual bit error rate"
runtime framework,"runtime environment, common language runtime, computational framework, abstract framework, runtime error detection, extensible text framework, runtime efficiency"
sample space,"memory space, problem space, storage space, dimensional space, vector space, code space, euclidean space, stack space, binary space partitioning, hilbert space"
sandstorm hash,"hash maps, hash tables, hash table, hash function, hash functions"
scalar processor,"scalar processors, scalar response, machine processor, superscalar processor, processor time"
scalar processors,"scalar processor, computer processors, scalar response, network processors, single core processors, clipper processors"
scalar response,"scalar processor, scalar processors"
schematic diagram,"data-flow diagram, flow diagram"
schwartzian transform,fast fourier transform
SchÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ¶nhageÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂStrassen algorithm,"online algorithm, algorithm theory, thomas algorithm, learning algorithm, algorithm design technique, baumwelch algorithm, compound algorithm, parallel algorithm, approximation algorithm, sequential algorithm"
scientific computing,"scientific programming language, bio-inspired computing, scientific programming languages, computing resources, statistical computing, computing machinery, scientific study, scientific method, numerical computing programs, advanced computing environment"
scientific language,"scientific programming language, scientific programming languages, natural language, scientific study, scientific method, scientific computing, general-purpose language, computer language, scientific visualization, language specification"
scientific method,"scientific study, scientific computing, scientific language, numerical method, scientific visualization, learning method, supervised method, scientific programming language, method call, spectral method"
scientific programming language,"scientific programming languages, scientific language, programming language, scientific computing, programming language theory, programming languages, computer language, general programming languages, visual programming languages, programming language semantics"
scientific programming languages,"scientific programming language, programming language, programming languages, scientific language, general programming languages, programming language theory, typed programming languages, visual programming languages, scientific computing, programming language compilers"
scientific study,"scientific method, scientific language, scientific computing, mathematical study, scientific visualization, scientific programming language, scientific programming languages"
scientific visualization,"data visualization, scientific computing, scientific programming language, scientific study, scientific language, scientific method, scientific programming languages"
screen cursor,
search algorithm,"search algorithms, classic search algorithms, binary search tree algorithm, online algorithm, learning algorithm, search trees, graph search, search data structure, exhaustive search, image search tool"
search algorithms,"search algorithm, classic search algorithms, online algorithms, binary search tree algorithm, exhaustive search, graph search, efficient algorithms, search trees, search data structure, distributed search"
search data structure,"binary search tree data structures, structured data mining, data mining, data structure, search algorithm, search algorithms, search trees, balanced binary search trees, classic search algorithms, data structures"
search trees,"binary search trees, balanced binary search trees, binary search tree, thus trees, balancing binary search tree, binary search tree algorithm, search algorithms, search algorithm, graph search, spanning trees"
self-balancing binary search tree,"balancing binary search tree, balanced binary search trees, binary search tree, binary search trees, binary search tree algorithm, binary search tree data structures, uniform binary search, search trees, extended binary trees, search algorithms"
semantic analysis,"latent semantic analysis, semantic networks, semantic hashing, semantic predicate, semantic predicates, semantic resolution tree"
semantic hashing,"hashing problem, enhanced double hashing, semantic analysis, semantic networks, static hashing, semantic predicates, latent semantic analysis, semantic predicate, semantic resolution tree"
semantic networks,"semantic analysis, semantic hashing, latent semantic analysis, semantic resolution tree, generative adversarial networks, semantic predicates, semantic predicate, directed networks, neural networks, terrestrial networks"
semantic predicate,"semantic predicates, predicate logic, semantic analysis, predicate functor logic, latent semantic analysis, semantic hashing, semantic networks, fuzzy classification predicate, semantic resolution tree"
semantic predicates,"semantic predicate, semantic analysis, latent semantic analysis, semantic hashing, semantic networks, semantic resolution tree"
semantic resolution tree,"semantic analysis, semantic networks, latent semantic analysis, semantic hashing, decision tree technique, binary tree, balancing binary search tree, binary search tree, spanning tree generation, binary search tree algorithm"
semi-structured model,"structured model, structured probabilistic model, generative model, graphical model, c4 model, data model, geometrical model, directed graphical model, multinomial model, mathematical model"
semi-supervised learning,"supervised learning, supervised learning model, supervised machine learning, supervised learning models, supervised learning algorithm, supervised feature learning, transductive learning, unsupervised learning, machine learning, deep learning"
semiautomatic data processing systems,"central processing unit, processing unit, autonomous processing nodes, combinatorial data analysis, data visualization, accelerated processing unit, signal processing, data retrieval operations, database systems, data objects"
sensor networks,"ambient networks, terrestrial networks, connectionist networks, directed networks, router networks, neural networks, physical neural networks, progressive networks, heterogeneous networks, artificial neural networks"
sentiment analysis,"grading sentiment analysis, text analysis, business analysis, data analysis, structured analysis, bivariate analysis, asymptotic analysis, multivariate analysis, functional analysis, structural analysis"
sequence data,"sequence labeling, polynomial sequence, temporal sequence, data sets, structured data sets, structured data, data structure, labeled data, data elements, combinatorial data analysis"
sequence labeling,"sequence labeling algorithms, sequence labeling task, sequence data, polynomial sequence, temporal sequence"
sequence labeling algorithms,"sequence labeling, sequence labeling task, classification algorithms, genetic algorithms, polynomial sequence, sequential algorithms, fingerprinting algorithms, correction algorithms, matrix algorithms, anderberg algorithms"
sequence labeling task,"sequence labeling, sequence labeling algorithms, pattern recognition task, temporal sequence, polynomial sequence"
sequential algorithm,"sequential algorithms, sequential linear programming, concurrent algorithm, parallel algorithm, greedy algorithm, algorithm theory, polynomial time algorithm, matching algorithm, comparative sorting algorithm, shuffling algorithm"
sequential algorithms,"sequential algorithm, sequential linear programming, efficient algorithms, standard computer algorithms, evolutionary algorithms, iterative algorithms, correction algorithms, online algorithms, anderberg algorithms, search algorithms"
sequential coupling,"temporal coupling, sequential linear programming, sequential algorithm, sequential algorithms"
sequential linear programming,"successive linear programming, linear programming, sequential algorithms, sequential algorithm, automatic programming, linear algebra, numerical linear algebra, computer programming, functional programming, linear combinations"
serial algorithm,"algorithm design technique, greedy algorithm, sequential algorithm, randomized algorithm, compound algorithm, algorithm theory, artificial bee colony algorithm, concurrent algorithm, eigenvalue algorithm, monte carlo algorithm"
serial manipulator,"serial manipulators, serial algorithm"
serial manipulators,"serial manipulator, serial algorithm"
server message block,"advanced message queuing protocol, block cipher, message authentication codes, minimum message length, error message, block lanczos algorithm, block range index, microsoft sql server"
session identifier cookie,
shannon sampling theorem,"gibbs sampling, pool-based sampling, universal approximation theorem, max-flow min-cut theorem, polynomial decomposition theorem, cut theorem, uniqueness theorem"
shift cipher,"block cipher, mean shift algorithm, vigenre cipher, caesar cipher, markov shift, caesar shift"
shuffling algorithm,"shuffling algorithms, sorting algorithm, sequential algorithm, randomized algorithm, sweep line algorithm, comparative sorting algorithm, mean shift algorithm, concurrent algorithm, forward algorithm, online algorithm"
shuffling algorithms,"shuffling algorithm, sorting algorithms, sequential algorithms, randomized algorithms, distributed algorithms, sweep line algorithms, efficient algorithms, iterative algorithms, online algorithms, standard computer algorithms"
sibling calls,
side channel attack,"DMA attack, dma attack"
sigmoid curve,"sigmoid function, sigmoid functions, standard sigmoid functions, ogee curve, gompertz curve"
sigmoid function,"sigmoid functions, standard sigmoid functions, sigmoid curve, logarithm function, basic function, mathematical function, logistic function, map function, differentiable function, activation function"
sigmoid functions,"sigmoid function, standard sigmoid functions, sigmoid curve, math functions, radial functions, polynomial functions, main functions, complex functions, fold functions, activation functions"
signal generation,"signal processing, digital signal, digital signal processing, analog signal, input signal, distributed key generation, spanning tree generation"
signal processing,"digital signal processing, signal generation, digital signal, input signal, analog signal, processing power, image processing, processing unit, speech processing applications, text processing"
significant digits,
similarity learning,"learning theory, feature learning, instance-based learning, machine learning, supervised feature learning, deep learning, statistical learning theory, representation learning, reinforcement learning, computer learning"
simple directed graphs,"directed graphs, directed graph, directed acyclic graph, directed graphical model, directed networks, directed edge"
simulated neurons,"artificial neurons, artificial neurons stochastic transfer functions"
single core cpu,"single core processors, core algorithms, cpu cache, 3d core graphics system, single nearest neighbor"
single core processors,"single core cpu, computer processors, network processors, scalar processors, core algorithms, 3d core graphics system, clipper processors, single nearest neighbor"
single nearest neighbor,"nearest neighbor problem, k nearest neighbors, nearest neighbor algorithm, single core cpu, single core processors"
Singleton pattern,"singleton pattern, creational pattern, pattern matching, template method pattern, concurrent pattern calculus, pattern calculus, factory method pattern, pattern recognition, frequent pattern discovery, pattern recognition task"
singleton pattern,"Singleton pattern, creational pattern, pattern matching, template method pattern, concurrent pattern calculus, pattern calculus, factory method pattern, pattern recognition, frequent pattern discovery, pattern recognition task"
site tracing,
situ matrix transposition,"in-place matrix transposition, matrix decomposition, matrix decompositions, matrix operations, degree matrix, system matrix, matrix algorithms, inverse matrix, tridiagonal matrix algorithm, adjacency matrix"
skew heap,"skew heaps, meldable heap, meldable heap implementation"
skew heaps,skew heap
smoothness assumption,markov assumption
soft computing,"advanced computing environment, computing resources, scientific computing, computing power, parallel computing, computing machinery, human-centered computing, distributed computing environment, distributed computing, biologically inspired computing"
soft decision viterbi decoders,"viterbi decoder, viterbi algorithm, modern decision theory, decision making problems, decision tree technique, decision trees, decision rules, decision model, decision boundary, decision boundaries"
software application,"software project, software engineering, software solution, software development, software implementations, software construction, software frameworks, software structure, application design, software architect"
software architect,"software architects, software engineer, software engineers, software engineering, software design, software development, software construction, software structure, software application, software implementations"
software architects,"software architect, software engineers, software design, software engineer, software engineering, software construction, software development, software structure, software implementations, software application"
software construction,"software engineering, software development, software project, software structure, software implementations, software solution, software architects, software application, software engineers, software architect"
software design,"Software design pattern, software development, application design, software engineering, behavioral software design pattern, software architects, software architect, software engineers, software implementations, software requirements analysis"
Software design pattern,"software design, behavioral software design pattern, application design, design patterns, design pattern, software engineering, software frameworks, object-oriented design, user experience design, mvc design pattern"
software development,"software engineering, software project, software design, software construction, software application, software structure, software implementations, software engineers, software solution, software frameworks"
software engineer,"software engineers, software architect, software engineering, software architects, software development, software construction, software design, software application, software system, software project"
software engineering,"software engineers, software construction, software development, software engineer, software design, software architect, software application, software structure, software architects, software implementations"
software engineers,"software engineer, software engineering, software architect, software architects, software design, software development, software construction, software application, software system, software project"
software frameworks,"software structure, software implementations, software project, software system, software application, software development, software solution, software design, software construction, software engineering"
software implementations,"software frameworks, software structure, software solution, software construction, software system, software development, software engineering, software application, software design, modeling software"
software performance analysis,"system performance, performance analyzer, software requirements analysis, software structure, software design, software construction, software engineering, software development, lightweight software, software solution"
software pipelining,"software construction, lightweight software, software structure, software engineering, software solution, software design, software project, software development, software application, software frameworks"
software problem,"software application, software construction, software development, software vulnerabilities, software engineering, software design, software engineer, software structure, software architect, software implementations"
software programs,"computer programs, source programs, numerical computing programs"
software project,"software development, software construction, software application, software solution, software frameworks, software structure, software engineers, modeling software, software requirements analysis, software architect"
software requirements analysis,"software design, software performance analysis, software construction, software development, software structure, software implementations, software engineering, software project, software application, software frameworks"
software solution,"software system, software application, software project, software implementations, software construction, software development, software engineering, software design, software structure, software frameworks"
software structure,"software frameworks, software construction, software implementations, software system, software engineering, software development, software project, software application, software solution, software architect"
software system,"software solution, software structure, software implementations, software frameworks, software engineering, software engineers, lightweight software, user interface software, information system, software engineer"
software systems,"computer systems, systems architecture, operating systems, systems engineering, information technology systems design, embedded systems, artificial systems, gaming systems, systems theory, sql systems"
software verification method,"software engineering, software application, software construction, computer security software, modeling software, optimization software, software architect, evaluation method, supervised method, Factory method"
software vulnerabilities,"software problem, software system, computer security software, software implementations, software performance analysis, software requirements analysis, software solution, software construction, software project, software frameworks"
sort keys,"insertion sort, parallel sort, comparison sort, radix sort, hybrid merge sort, pigeonhole sort, encryption keys"
sorted binary tree,"binary tree, binary search tree, binary trees, binary search tree algorithm, binary search tree data structures, random binary tree, balancing binary search tree, random binary trees, self-balancing binary search tree, tree decomposition"
sorting algorithm,"sorting algorithms, comparative sorting algorithm, comparison sorting algorithms, sorting lists, shuffling algorithm, sequential algorithm, search algorithm, matching algorithm, division algorithm, optimization algorithm"
sorting algorithms,"sorting algorithm, comparative sorting algorithm, comparison sorting algorithms, sorting lists, shuffling algorithms, sequential algorithms, efficient algorithms, search algorithms, correction algorithms, standard computer algorithms"
sorting lists,"sorting algorithms, sorting algorithm, comparative sorting algorithm, comparison sorting algorithms, pigeonhole sorting, unrolled linked lists"
source code,"computer program source code, source programs, code libraries, binary lexicographic code, code development, computer code, code page, lexicographic code, code points, object code"
source programs,"source code, computer program source code, software programs, computer programs, numerical computing programs"
spanning tree generation,"spanning trees, balanced tree, tree traversal, tree decomposition, binary tree, tree decompositions, weight-balanced tree, rooted tree, ordered tree, decision tree technique"
spanning trees,"spanning tree generation, thus trees, extended binary trees, join trees, binary trees, search trees, decision trees, clique trees, avl trees, gradient boosted trees"
sparse approximation,"sparse graph, approximation theory, approximation algorithms, approximation algorithm, sparse distributed memory, sparse grid, sparse grids, deterministic approximation, universal approximation theorem"
sparse distributed memory,"special memory allocation libraries, conventional dynamic memory allocation libraries, memory allocation, sparse approximation, sparse graph, sparse grid, memory space, memory sharing, automatic memory management, distributed computing"
sparse graph,"sparse grid, sparse grids, finite graph, sparse approximation, graph exploration, graph minor theory, graph state, directed graph, graph polynomial, graph theory"
sparse grid,"sparse grids, sparse graph, sparse approximation, sparse distributed memory"
sparse grids,"sparse grid, sparse graph, sparse approximation, sparse distributed memory"
spatial multiplexing,"multiplexing technique, spatial relations"
spatial relations,spatial multiplexing
spatiotemporal pattern,"creational pattern, frequent pattern discovery, pattern calculus, pattern recognition, structural pattern recognition, concurrent pattern calculus, pattern recognition task, statistical pattern recognition, pattern matching, design pattern"
spatiotemporal patterns,design patterns
special memory allocation libraries,"conventional dynamic memory allocation libraries, memory allocation, memory management, memory management unit, automatic memory management, memory space, memory protection, memory sharing, sparse distributed memory, memory debuggers"
specification language,"language specification, general-purpose language, programming language, programming language semantics, computer language, common language runtime, scientific programming language, logic programming language, language modeling, markup language"
spectral centroid,"spectral method, spectral methods, spectral graph theory"
spectral graph theory,"graph theory, spectral method, spectral methods, graph minor theory, graph polynomial, graph states, graph state, graph algorithms, graph exploration, underlying graph"
spectral method,"spectral methods, spectral graph theory, spectral centroid, numerical method, scientific method, conjugate gradient method, backward euler method, implicit euler method, markowitz method, gaussseidel method algorithm"
spectral methods,"spectral method, spectral graph theory, spectral centroid, orthogonal decomposition methods, computational methods, lossy methods, linear regularization methods, finite element methods, regularization methods, probabilistic methods"
speech activity detection,"speech detection, speech processing applications, speech processing, speech recognition, speech signals, automatic speech recognition, neurocomputational speech processing, speech tagging, feature detection, chi-square automatic interaction detection"
speech detection,"speech activity detection, speech recognition, speech processing, automatic speech recognition, speech processing applications, speech signals, neurocomputational speech processing, speech tagging, feature detection, chi-square automatic interaction detection"
speech processing,"speech processing applications, neurocomputational speech processing, speech detection, speech recognition, speech activity detection, speech signals, automatic speech recognition, speech tagging, natural language processing, text processing"
