Phrase,Neighbours
takes precedence,"takes actions autonomously, order function twice takes, constraint programming takes, takes input, takes significantly less space, takes two matrices"
takes significantly less space,"significantly less space, space available, problem space, storage space, additional storage much less, memory space, sample space, dimensional space, underlying space, much less"
takes two matrices,"two matrices w, three matrices, element matrices, two commuting density matrices, two normalized density matrices, complex hermitian matrices, large sparse matrices, square cipher uses two 5x5 matrices, jacobi method for complex hermitian matrices, two subsets"
taking control,"take control, control theory, control moving, desired control task, adaptive control, control system based, access control, bearer-independent call control, independent call control, stochastic control aims"
tapered floating point,"tapered floating point system, tapered floating point representation, binary floating point, term floating point refers, representing floating, quaternary floating point  base three, varying sizes  floating, octal floating point  base four, decimal point, point formats"
tapered floating point representation,"tapered floating point, tapered floating point system, binary floating point, representing floating, term floating point refers, quaternary floating point  base three, octal floating point  base four, finite representation, based representation, compact representation"
tapered floating point system,"tapered floating point, tapered floating point representation, binary floating point, term floating point refers, quaternary floating point  base three, representing floating, varying sizes  floating, octal floating point  base four, hexadecimal floating point  base eight, normal floating"
target code technique,"target function, target value, target nodes, code development, code points, object code, managed code, oriented code, code libraries, code reuse"
target function,"target value, target code technique, target nodes, basic function, objective function, important function, known function, one objective function, see characteristic function, linear objective function"
target nodes,"various nodes, existing nodes based, nodes compete, nodes form, directly connect nodes, like nodes used, child nodes, target function, target value, target code technique"
target value,"target function, target code technique, target nodes, primary value, value system, value associated, single value, desired value, current value, another value"
targets simulators,like shifting targets
tasks based,"handling tasks based, perform tasks, type tasks, implement computing tasks, complete tasks, level tasks, computer programming tasks, designs tasks, intensive tasks, machine learning tasks"
tasks like outliers detection,"recognition tasks, feature detection, classification tasks, independent classification tasks, intrusion detection, handling tasks based, type tasks, tasks based, including plagiarism detection, square automatic interaction detection"
taxonomic databases,"many statistical databases, relational databases, statistical databases, classical statistical databases, current databases, temporal databases, statistical databases often incorporate support"
taylor et al,"brooks et al, van den nest et al"
teaching across arts,"applications across, seamless working environments across, across concrete examples, teaching computational statistics, broadly applicable across application domains, printers across nodes, move things across, sometimes across multiple sensory modalities, confidence across multiple businesses, generate reasonable predictions across"
teaching computational statistics,"computational statistics, though computational statistics, computational resources, computational intelligence, computational mathematics, computational resources needed, computational learning theory, computational resource, applying computational techniques, use computational results"
tech mining,"technology mining, defined tech mining, technology mining area illustrates, structure mining, fp mining, data mining, text mining tools, frequent itemset mining, text mining, applying text mining methods"
tech togs,"tech mining, defined tech mining, streetwear tech"
technical debt,"technical issues, technical report, technical documents, technical innovations, technical designs"
technical designs,"designs tasks, technical documents, technical innovations, technical issues, designs stakeholders, involves multiple technical aspects, technical report, technical standard originally developed, interaction designs, technical schools often study"
technical documents,"technical report, two documents, technical issues, technical designs, involves multiple technical aspects, technical innovations, technical standard originally developed, enforce technical standards, technical schools often study, technical debt"
technical innovations,"major innovations, technical issues, technical designs, technical report, technical documents, technical standard originally developed, involves multiple technical aspects, technical schools often study, enforce technical standards, technical debt"
technical issues,"technical report, technical documents, technical innovations, technical designs, involves multiple technical aspects, technical standard originally developed, enforce technical standards, technical debt, technical schools often study, avoiding problematic issues"
technical report,"technical issues, technical documents, technical innovations, technical designs, technical standard originally developed, involves multiple technical aspects, enforce technical standards, pdf  seminar report, technical debt, technical schools often study"
technical schools often study,"enforce technical standards, technical standard originally developed, technical innovations, involves multiple technical aspects, technical designs, technical documents, technical issues, technical report, programs often perform, often employed"
technical standard originally developed,"open standard developed, enforce technical standards, standard published, originally developed, technical innovations, technical documents, proposed internet standard published, technical designs, technical report, technical issues"
technically incorrect,incorrect answer
technique known,"technique used, technique leads, broadly applicable technique, rigorous technique, based technique, structured technique, efficient methods known, solving technique, topsig technique extends, machine learning technique used"
technique leads,"technique known, technique used, rigorous technique, based technique, structured technique, broadly applicable technique, solving technique, topsig technique extends, machine learning technique used, decision tree technique"
technique used,"techniques used, technique known, rigorous technique, broadly applicable technique, based technique, structured technique, technique leads, method used, solving technique, occasionally used"
techniques used,"technique used, applying certain formal techniques, method used, mathematically based techniques whose purpose, two classical techniques, applying computational techniques, tool used, process used, often used, also used"
technological innovation processes,"business processes within, processes might, microevolutionary processes, thinking processes, organizations thoroughly analyze processes, two random processes, enable processes, model nonlinear processes, regressive processes, natural neuronal processes"
technology database,"database systems, technology information, information technology, information technology methods, special database 3, special database 1, database model, large database, specially constructed database structures, database table"
technology information,"information technology, information technology methods, digital information, information science, technology perspective, information system, technology database, underlying technology, technology intelligence branches, modern technology"
technology intelligence branches,"intelligence analysis, technology information, information technology, artificial intelligence research dedicated, artificial intelligence laboratory, artificial intelligence, computational intelligence, artificial intelligence concerned, information technology methods, use artificial intelligence"
technology mining,"tech mining, technology mining refers, technology mining area illustrates, defined tech mining, structure mining, fp mining, data mining, frequent itemset mining, text mining tools, text mining"
technology mining area illustrates,"technology mining, technology mining refers, tech mining, defined tech mining, structure mining, frequent itemset mining, data mining, text mining tools, text mining, technology database"
technology mining refers,"technology mining, technology mining area illustrates, technology information, technology database, information technology, technology roadmapping, technology intelligence branches, underlying technology, technology perspective, information technology methods"
technology perspective,"underlying technology, technology information, modern technology, information technology, information technology methods, strategic technology planning, technology intelligence branches, technology roadmapping, technology database, argument technology faced"
technology roadmapping,"technology perspective, technology information, technology intelligence branches, underlying technology, information technology, modern technology, information technology methods, technology database, technology mining, technology mining refers"
technometrics papers ridge regressions,"ridge regressions, statistical papers, papers presented, published papers"
telecommunications network,"communications network, computer network, digital network, network employs, network protocol, network architecture, network browsing, usa network, internal network, network environments"
telephone number,"telephone records, set number, telephone systems, limited number, input number, small number, real number, fixed number, telephone speech, number generation"
telephone records,"telephone number, telephone systems, generated records, telephone speech, min records, counts max records, audit trail records"
telephone speech,"human speech, speech production, speech community, speech signals, speech processing, speech frames, speech tagging, speech recognition, speech processing applications, speech detection"
telephone systems,"digital communication systems, telephone records, systems used, telephone number, computer systems, telephone speech, similar systems, based systems, embedded systems, systems architecture"
temperature phase,"single temperature, phase transition, phase distinction, water phase diagram, phase space formulation, phase diagram, phase boundaries, phase distinction may, determining whether phase distinction, phase diagrams"
template method pattern,"factory method pattern, pattern language, document pattern, mvc design pattern, design pattern, abstract document pattern allows, Singleton pattern, singleton pattern, method call, abstract document pattern"
temporal coding,"temporal coding allows, temporal coding supplies, temporal sequence, temporal patterning, temporal database, temporal databases, temporal coupling, coding theory, adaptive predictive coding, range coding"
temporal coding allows,"temporal coding, temporal coding supplies, temporal patterning, temporal sequence, temporal database, temporal databases, adaptive predictive coding, temporal coupling, adaptive huffman coding, address windowing extensions coding example"
temporal coding supplies,"temporal coding, temporal coding allows, temporal sequence, temporal databases, temporal patterning, temporal database, temporal coupling"
temporal coupling,"sequential coupling, temporal sequence, temporal patterning, temporal coding, temporal coding allows, temporal databases, temporal database, temporal coding supplies"
temporal database,"temporal databases, temporal sequence, temporal coding, temporal coding allows, database model, database systems, relational database, relational database theory, temporal coding supplies, relational database models"
temporal databases,"temporal database, temporal sequence, current databases, relational databases, temporal coding, temporal coding allows, temporal coding supplies, statistical databases, classical statistical databases, temporal patterning"
temporal patterning,"temporal sequence, temporal coding, temporal coding allows, temporal coupling, temporal coding supplies, temporal databases, temporal database"
temporal sequence,"temporal patterning, temporal coding, temporal databases, temporal database, temporal coupling, temporal coding allows, particular sequence, temporal coding supplies, sequence data, likely corresponding sequence"
temporarily associating,
tensor product,"product equivalent, product development, new product, unscrambler x product formulation, new product development, altered product, final product, product manager susan wojcicki, hadamard product"
term avoided,"term used, term given, term may refer, changing one term, older term, term delay, marketing term, term memory, symmetric term, term nc"
term bit slicing,"bit slicing, bit slicing made, bit manipulation, bit manipulations, bit manipulation makes use, bit manipulation operations, bit sequences, bit bashing, bit string, require bit manipulation include low"
term complex data type,"complex data type, data type, rational data type, primitive data types, data structure, complex functions, address complex real, represent complex software constructions, complex number storage, abstract data type"
term compressed data structure arises,"compressed data structure depends upon, compressed data structure, compressed data structures include, compressed data, compressed sensing, term complex data type, term data model, term bit slicing, term memory, direct term"
term computational logic came,"computational logic, computational logic 1, mathematical logic, logic programming, classical logic, formal logic, logic program, logic programming language, quantificational logic, relevant logic"
term data model,"data model, data model may specify, data base model, physical data model, logical data model, database model, model context, specific model, multidimensional model commonly used, structured model"
term delay,"time delay neural network, time term, time delay neural network give, dependent synaptic delay modifications, term avoided, term memory, term floating point refers, older term, direct term, term given"
term dynamical characteristics,"dynamical system, term data model, traditional empathic characteristics, term complex data type, marketing term, term may refer, time term, term given, term memory, radiology report  determining speaker characteristics"
term floating point refers,"binary floating point, representing floating, tapered floating point, tapered floating point representation, tapered floating point system, quaternary floating point  base three, normal floating, octal floating point  base four, varying sizes  floating, hexadecimal floating point  base eight"
term given,"term used, direct term, term may refer, older term, changing one term, term avoided, marketing term, answer given, time term, term memory"
term may refer,"may refer, may also refer specifically, term given, sometimes exclusively refer, may indicate, may seem, marketing term, one may use, may influence, may also"
term memory,"sometimes called memory, memory used, memory management, memory management within, internal memory, physical memory, memory space, memory location, computer memory, either manual memory management"
term nc,"term given, term used, older term, term may refer, marketing term, changing one term, term avoided, term memory, term rank scale, symmetric term"
term rank scale,"rank scale, larger scale, balance scale, scale optimization, term data model, term complex data type, term given, scale integration circuits, term dynamical characteristics, scale integrated circuits"
term used,"term given, commonly used, often used synonymously, often used interchangeably, traditionally used, term avoided, typically used, often used, used often, increasingly used"
terminal node,"terminal objects, root node, outer node, node given, external node, Node Link, node link, node contains, node allocated, leaf node"
terminal objects,"terminal node, visual objects, two objects, portable distributed objects, objects designed, data objects, objects appear, interacting objects, mathematical objects, describe objects"
terminology diffeomorphometry,new terminology
terms density matrix,"density matrix, joint density matrix, density regions, density function, matrix structures, density operator, matrix analysis, square matrix, matrix containing, statistical density functions"
terms mean,"alternative terms, two largely synonymous terms, mean something different, three key terms, called mean shift, rational terms, mean dimension, constructing lambda terms, mean shift, allows mean dimension"
terrestrial networks,"ambient networks, networks performing, directed networks, connectionist networks, several real networks, progressive networks, ambient networks comes, ambient networks aimed, router networks, heterogeneous networks"
test bits,"random bits, status flag bits, turing test proposed, scatter bits, minimum intelligent signal test"
tested number n,"condition number, small number, real number, n log n comparisons, given two integers n, limited number, number generation, finite number, set number, input number"
tests use,"tests whether, probabilistic tests, called compositeness tests instead, practical use, common use, finds use among, also use, primality tests prove, different use, primality tests"
tests whether,"tests use, checking whether, detecting whether, verifying whether, indicates whether, probabilistic tests, stating whether, primality tests prove, called compositeness tests instead, primality tests"
text analysis,"text processing, given text, text mining, applying text mining methods, text mining tools, enough text, text retrieval, semantic analysis, arbitrary text, program text"
text mining,"text mining tools, applying text mining methods, data mining, text retrieval, message facilitates structure mining, text analysis, defined tech mining, tech mining, text processing, technology mining"
text mining tools,"text mining, applying text mining methods, data mining, defined tech mining, frequent itemset mining, tech mining, message facilitates structure mining, technology mining, text retrieval, structured data mining"
text processing,"text analysis, given text, program text, text mining, processing executing, text retrieval, natural language processing, enough text, text mining tools, speech processing"
text retrieval,"efficient retrieval, information retrieval, data retrieval operations, text mining, text mining tools, text processing, text analysis, applying text mining methods, given text, nearly constant time per retrieval"
text searching using boolean operators,"boolean operators, boolean functions, boolean algebra, boolean function, boolean logic, boolean function whose value, given boolean formula, implemented boolean algebra, represent boolean functions, also implement boolean logic"
textual data,"structured data, associated data, data items, communicate data, usable data, digital data, provide data, particular data, commonly occurring data items, sequence data"
th entry,spoken  simple data entry
thathachar introduced,"originally introduced, first introduced, errors introduced thereby, error introduced, recurrent neural networks introduced, fifo arithmetic code first introduced"
the unfinished revolution,unfinished revolution
theft deterrent,"discourage theft, deter car theft"
theorem  computer science,"theoretical computer science, computer science, automated theorem proving, computer science intended, theorem may also, computer science fields, theorem proving, within computer science, general theorem, theorem concerns logical formulas"
theorem concerns logical formulas,"theorem proving, theorem may also, automated theorem proving, general theorem, theorem  computer science, logical objects, also include propositional formulas, logical expressions, logical point, cut theorem"
theorem may also,"theorem proving, general theorem, theorem concerns logical formulas, automated theorem proving, theorem  computer science, cut theorem, cut theorem refers, uniqueness theorem, cut theorem follows, propositional logic may"
theorem proving,"automated theorem proving, theorem may also, theorem concerns logical formulas, general theorem, theorem  computer science, universal approximation theorem, cut theorem, proving completeness, cut theorem follows, polynomial remainder theorem"
theoretic method,"theoretic objects, theoretic minimum, markowitz method, method used, alternative method, method first proposed, popular method, implicit euler method, jacobi method, original method"
theoretic minimum,"theoretic method, theoretic objects, global minimum, local minimum, minimum capacity, minimum degree algorithm, minimum stable convergence criteria, minimum information required, minimum k-cut, minimum cut"
theoretic objects,"theoretic method, theoretic minimum, mathematical objects, although objects, describe objects, finite objects, two objects, visual objects, objects designed, immutable objects"
theoretical computer science,"computer science, computer science fields, computer science intended, within computer science, computer science context, classical computer, computer science field focus, theorem  computer science, introductory computer science classes, computer science originated"
theoretical immunology,"theoretical physicists, expected theoretical behavior, theoretical upper bound, theoretical point, theoretical computer science, theoretical physics 35, theoretical interest, theoretical speedup"
theoretical interest,"great interest, interest grew, rising interest, theoretical point, expected theoretical behavior, theoretical physicists, theoretical upper bound, theoretical physics 35, interest rate derivative portfolios, theoretical computer science"
theoretical physicists,"theoretical physics 35, theoretical point, theoretical computer science, theoretical upper bound, theoretical speedup, theoretical interest, expected theoretical behavior, theoretical immunology"
theoretical physics 35,"classical physics, theoretical physicists, computational physics, statistical physics applications, quantum physics, energy physics, theoretical point, theoretical speedup, theoretical upper bound, theoretical computer science"
theoretical point,"classical point, logical point, given point, point exists, theoretical upper bound, theoretical physicists, theoretical physics 35, point distribution model concept, certain point, point numbers"
theoretical speedup,"theoretical physics 35, theoretical computer science, theoretical physicists, theoretical point, expected theoretical behavior, theoretical upper bound, theoretical interest, theoretical immunology"
theoretical upper bound,"upper bound, lower bound, theoretical point, upper bounded, expected theoretical behavior, theoretical physicists, theoretical physics 35, case lower bound, theoretical interest, theoretical speedup"
theoretically turing complete,"turing complete, turing machine, turing test proposed, probabilistic turing machines, probabilistic turing machine, neural turing machines, traditional complete problems, complete tasks, order complete, complete overview"
theories  synthese,"different theories, algebraic theories, cognitive theories, dimensional theories"
theory formed,"theory used, basic theory, formal theory, quantum information theory began, systems theory, learning theory, quantum theory often express, automata theory emerged, systematic formal theory, axiomatic set theory"
theory used,"basic theory, formal theory, theory formed, theory using evidence, systematic formal theory, systems theory, mathematical systems theory, learning theory, category theory, information theory"
theory using evidence,"creating evidence, reach evidence, theory used, evidence toolkit, formal theory, basic theory, systematic formal theory, information theory, learning theory, theory formed"
therapeutic processes,"natural neuronal processes, processes might, enable processes, regressive processes, organizations thoroughly analyze processes, thinking processes, microevolutionary processes, business processes within, model nonlinear processes, technological innovation processes"
thereby reducing overall development time,"reducing access time, given time, time generated, overall project schedule, time term, decrease calculation time, training time, clarify overall concepts without concern, time delays, time analysis"
therefore crucial,"therefore generally considered, therefore rule, therefore produces, therefore need analog, therefore infinite, therefore two ripple, computational intelligence therefore provides solutions, awe regions could therefore, therefore undecidable"
therefore generally considered,"commonly considered, currently considered, therefore rule, generally categorized, initially considered, therefore crucial, generally designed, usually considered part, generally attributed, therefore produces"
therefore infinite,"whether infinite, infinite sets may, infinite set, infinite length, infinite pools, infinite discrete state space, infinite topological entropy, infinite impulse response, therefore undecidable, therefore two ripple"
therefore need analog,"analog sources, analog signal, analyzes analog input values, analog converters, analog recording, analog image processing, stretch analog, analog filters, analog converter, narrowband analog"
therefore produces,"always produces, therefore rule, therefore crucial, therefore generally considered, energy problem produces, therefore need analog, therefore infinite, therefore two ripple, computational intelligence therefore provides solutions, therefore undecidable"
therefore rule,"rule  applies, traditional rule, rule set, rule rather, concise rule, therefore generally considered, business rule processing, therefore crucial, therefore produces, classical backpropagation rule"
therefore two ripple,"two solutions, two objects, separates two, two photons together, two analogous mechanisms, two parts, two examples, similar two strings, two mechanisms, two systems"
therefore undecidable,"undecidable problems, uncountably many undecidable problems, therefore infinite, therefore rule, therefore generally considered, therefore produces, therefore crucial, therefore two ripple, computational intelligence therefore provides solutions, awe regions could therefore"
thermodynamic principles,"determine macroscopic thermodynamic properties, main principles, fundamental principles, five principles, core principles, uses normalizing principles, design principles, swarm principles"
thesis states,"phd thesis, two graph states, graph states, mental states, study affective states, quantum graph states, two states, degenerate ground states, united states office, completely random states"
thinking processes,"processes might, business processes within, organizations thoroughly analyze processes, enable processes, model nonlinear processes, regressive processes, two random processes, schedule processes, natural neuronal processes, gaussian processes"
thinking used,"memory used, used instead, used feedback, apparently first used, occasionally used, used often, activities used, later used, theory used, term used"
third normal form,"sixth normal form, meet third normal form would, meet third normal form standards, defined sixth normal form, normal form used, conjunctive normal form, another form, normal operation, general form, single form"
third sum,"sum signals, discrete mathematics theory  third, trusted third parties"
thomas algorithm,"algorithm using, algorithm used, particular algorithm, algorithm theory, sequential algorithm, seeking algorithm, algorithm repeatedly, online algorithm, learning algorithm, algorithm design technique"
thomas cover,"llewellyn thomas, researcher thomas r, thomas algorithm, cover many system executions"
though computational statistics,"computational statistics, teaching computational statistics, computational models, computational resources, computational resource, computational methods, use computational results, statistics community, computational power, computational mathematics"
though streaming algorithms,"streaming algorithm, data streaming algorithms, streaming data, practical streaming media, streaming service, streaming division, streaming feature later, proprietary streaming format, streaming media, top streaming service"
three categories,"three different categories, two categories, specific categories, two main categories, last two categories, following three, build three types, three factors, three key terms, three matrices"
three different categories,"three categories, two categories, specific categories, two main categories, last two categories, different types, build three types, three factors, different forms, following three"
three factors,"many factors, examine factors, following three, external factors, three different categories, three categories, three objectives, constant factors, generally give prime factors, three key terms"
three ingredients,"three parts, following three, three factors, build three types, three matrices, three objectives, three key terms, three different categories, three categories, find three clusters within"
three key terms,"key distinction, following three, following key fact, key part, three parts, three categories, another key, given key, three objectives, terms mean"
three matrices,"takes two matrices, two matrices w, element matrices, complex hermitian matrices, following three, two commuting density matrices, large sparse matrices, three categories, two normalized density matrices, find three clusters within"
three objectives,"conflicting objectives, following three, three factors, three key terms, three categories, three unique points, three parts, three matrices, three different categories, build three types"
three parts,"two parts, separate parts, following three, three ingredients, component parts, constituent parts, build three types, three key terms, natural parts, three categories"
three unique points,"various points, triple points, showing multiple points, unique features, random points, following three, three objectives, different code points, three key terms, code points"
throughout mathematics,"applied mathematics, mathematics higher, continuous mathematics, mathematics focused, computational mathematics, discrete mathematics, pure mathematics devoted primarily, discrete mathematics theory  third, found use throughout, propagated throughout"
thus apt,"thus insertion sort, thus writing, thus run faster, thus increasing, thus trees"
thus increasing,"increasing one, increasing number, value commonly monotonically increasing, rapidly increasing data sets, boundlessly increasing tree height, increasing legal risks involved, thus run faster, thus writing, thus trees, thus insertion sort"
thus insertion sort,"insertion sort, comparison sort, different sort, digital sort, comparison sort must, parallel sort, sort keys, called bucket sort, hybrid merge sort, radix sort"
thus run faster,"made faster, run time, run time bounds checking, run inside, hardware lets companies run, algorithms run online, thus increasing, thus writing, thus trees, climate model run"
thus trees,"spanning trees, join trees, path trees, binary trees, decision trees, search trees, binary trees formed, avl trees, balanced trees t1, extended binary trees"
thus writing,"less writing, thus trees, calculate without writing variables, writing bidirectional model transformations, thus increasing, thus insertion sort, thus run faster, thus apt"
ticket checker,"ticket controller, cheapest airline ticket"
ticket controller,"ticket checker, cheapest airline ticket, programmable logic controller, remote touch controller, controller provides reaction force"
tier erp software,"erp software, erp software suppliers manage, two erp systems, software programs, software systems, lightweight software, software structure, software system, software implementations, software requirements analysis"
tightly connected,"closely connected, fully connected layers, connected components, blocks connected, chemically connected, vertices connected, switches connected, links connected, connected wireless device, root r connected"
tim draelos,
time algorithm,"polynomial time algorithm, computation time, time algorithm specialization, time analysis, quasilinear time algorithms, time genetic algorithms within, time systems, automatically analyzing time, time averages, time compilers"
time algorithm specialization,"time algorithm, time genetic algorithms within, algorithm theory, computation time, different algorithm, polynomial time algorithm, time compilers, time complexity, time analysis, concurrent algorithm"
time analysis,"time systems, time term, time variables, time algorithm, automatically analyzing time, time generated, time averages, time frame 20102020, investigated time period, computation time"
time averages,"time analysis, time algorithm, time systems, time term, time variables, time generated, automatically analyzing time, computation time, time frame 20102020, linearithmic time"
time compilers,"time systems, computation time, time algorithm, time variables, time generated, time analysis, programming language compilers, time term, time genetic algorithms within, time delays"
time complexity,"complexity theory, full complexity, computational complexity, computational complexity theory, computational complexity theory tries, dimensional complexity theory, computational complexity theory focuses, algorithmic complexity theory, parameterized complexity, complexity class p"
time delay neural network,"time delay neural network give, time recurrent neural networks, discrete time recurrent neural networks, time delays, continuous-time recurrent neural networks, neural network, time systems, neural networks, recurrent neural network, time generated"
time delay neural network give,"time delay neural network, time recurrent neural networks, discrete time recurrent neural networks, time delays, continuous-time recurrent neural networks, neural network, time systems, time generated, neural networks, recurrent neural network"
time delays,"time systems, time delay neural network, time generated, time delay neural network give, time errors, time analysis, given time, running time, computation time, time term"
time errors,"time delays, time systems, time generated, time analysis, time variables, time algorithm, time frame 20102020, time term, time compilers, time path"
time frame 20102020,"time systems, time term, time analysis, time variables, time generated, linearithmic time, time algorithm, time averages, computation time, time errors"
time generated,"time systems, time term, time analysis, given time, time variables, computation time, time algorithm, time delays, time frame 20102020, time compilers"
time genetic algorithms within,"genetic algorithms, time algorithm, evolutionary algorithms, evolutionary algorithms applied, many evolutionary algorithms, 1996  evolutionary algorithms, time algorithm specialization, possible algorithms, sequential algorithms, computation time"
time markov process,"continuous-time Markov process, markov algorithms, markov model, simplest markov model, computation time, markov chain, markov assumption, time algorithm, time systems, markov chains"
time path,"time systems, time analysis, time term, time variables, time algorithm, time compilers, time generated, running time, automatically analyzing time, given time"
time recurrent neural networks,"discrete time recurrent neural networks, continuous-time recurrent neural networks, recurrent neural networks, recurrent neural network, fully recurrent neural networks, recurrent neural networks introduced, time delay neural network, time delay neural network give, neural network, neural networks"
time systems,"time analysis, time variables, time generated, time term, time algorithm, time compilers, time path, time delays, time frame 20102020, computation time"
time term,"time variables, time analysis, time systems, given time, time generated, time frame 20102020, time averages, time path, time algorithm, linearithmic time"
time variables,"time term, time systems, time analysis, time generated, time algorithm, time frame 20102020, time compilers, time averages, given time, computation time"
timely fashion,"fashion technology, fashion electronics, serial fashion, dissimilar fashion, iterative fashion"
timespace tradeoffs,
timothy kam,
tiziano villa,
toftetalpin region,"particular region, small region"
together mcdowell,"alex mcdowell coined, works together, work together, bring together, two photons together, added together, drawing together humanists engaged, deployed together, nonempty set together, fire together wire together"
tolerant networking,"tolerant networking algorithms, tolerant networking research group, delay-tolerant networking, unified networking concept, autonomic networking, provide suitable mobile networking technology, synchronous optical networking"
tolerant networking algorithms,"tolerant networking, tolerant networking research group, efficient algorithms, designing many efficient parallel algorithms, creating efficient algorithms, standard computer algorithms, online algorithms, greedy algorithms produce good solutions, algorithms based, distributed algorithms"
tolerant networking research group,"tolerant networking, tolerant networking algorithms, research group, user research, support digital research, research program, open group, nationwide research programme, research project sponsored, assisted research"
tom schmidt,
tool used,"techniques used, technique used, also used, systems used, measurement instrument used, later used, process used, used extensively, often used, resource used"
toomcook multiplication,"matrix multiplication, fast multiplication algorithms, replacing learned multiplication, scalar multiplication, asymptotically efficient multiplication algorithm"
top compared,"top level, top rows, often compared, top streaming service, top video streaming service owned"
top level,"higher level, new level, level details, top compared, level constructs, corporate level, level symbolic, level tasks, level system design, level routines"
top rows,"top compared, top level, top streaming service, top video streaming service owned"
top streaming service,"streaming service, top video streaming service owned, streaming media, practical streaming media, supported streaming media, streaming data, rival streaming services netflix, streaming algorithm, streaming feature later, proprietary streaming format"
top video streaming service owned,"top streaming service, streaming service, supported streaming media, rival streaming services netflix, streaming media, exclusive streaming rights, practical streaming media, streaming division, rival streaming services expired, streaming algorithm"
topological degeneracy,"topological value, fixed topological properties, topological entropy, topological zeta functions, different topological orders, finite topological entropy, topological orders correspond, topological order, topological entanglement entropy, topological sweeping"
topological entanglement entropy,"topological entropy, infinite topological entropy, finite topological entropy, topological quantum computer, range quantum entanglement, entanglement measurement, multiparty entanglement, topological value, entanglement origin, topological degeneracy"
topological entropy,"infinite topological entropy, finite topological entropy, topological entanglement entropy, entropy method, differential entropy, entropy measures, entropy calculations, topological value, von neumann entropy, topological degeneracy"
topological optimization techniques,"optimization methods, optimization techniques, optimization technique, dimensional optimization problem, optimization theory, numerical optimization, optimization algorithm, optimization mechanism, optimization problems, optimization technique composed"
topological order,"different topological orders, topological orders correspond, topological sweeping, topological value, fixed topological properties, order predicate calculusis, order functions, order function, topological entropy, different order"
topological orders correspond,"different topological orders, topological order, fixed topological properties, topological degeneracy, topological sweeping, topological optimization techniques, topological quantum computer, category correspond"
topological quantum computer,"quantum computer, quantum programming, quantum programming environment, quantum computing, quantum computation language, topological entanglement entropy, quantum programming languages, quantum system, quantum information, functional quantum programming languages"
topological sweeping,"topological order, fixed topological properties, different topological orders, topological orders correspond, topological value, topological degeneracy, topological optimization techniques, topological zeta functions, ordinary topological spaces motivate many, topological entropy"
topological value,"fixed topological properties, topological degeneracy, topological zeta functions, topological entropy, topological order, topological quantum computer, ordinary topological spaces motivate many, topological optimization techniques, finite topological entropy, topological entanglement entropy"
topological zeta functions,"riemann zeta function, topological value, topological degeneracy, fixed topological properties, symmetric functions, 1 symmetric functions, topological entropy, topological optimization techniques, topological sweeping, topological quantum computer"
topos theory,"basic theory, algorithmic information theory, theory used, algorithm theory, formal theory, category theory, systems theory, information theory, axiomatic set theory, mathematical systems theory"
topsig technique extends,"technique leads, structured technique, broadly applicable technique, technique used, technique known, based technique, rigorous technique, agile database modeling technique suited, solving technique, simulated annealing technique"
total correctness,"partial correctness, compiler correctness, also total functions, ostrich algorithm trades correctness, total harmonic distortion plus noise, total variation distance, total correlations, total ipv4 address pool contains 4294967296"
total correlations,"total variation distance, total harmonic distortion plus noise, also total functions, total correctness, total ipv4 address pool contains 4294967296"
total harmonic distortion plus noise,"noise  suggesting, whereas noise always degrades, noise ratio, noise immunity, total correlations, total variation distance, total correctness, also total functions, total ipv4 address pool contains 4294967296"
total ipv4 address pool contains 4294967296,"ipv6 address pool, ip address pool, ip address, ip address 8, ip address allocation hierarchy, address pool, address pool may, limited address space, address space, virtual memory address space"
total variation distance,"hamming distance, euclidean distance, trace distance, distance metric, information distance, stronger variation, normalized compression distance, trace distance appears, distance metric learning, total correlations"
touchscreen interfaces,"user interfaces, interfaces workshop, humancomputer interfaces, application programming interfaces, mixed reality user interfaces workshop, interfaces recommendation introduces, various interfaces representing, main interfaces, developing peripheral nerve interfaces, peripheral nerve interfaces depend"
toy problem vacuum world,"virtual world, constructed using vacuum tubes, real world, world problems, world compressors, complex world, design problem, digital world blend, modsim world, world wide web"
trace distance,"trace distance appears, distance metric, information distance, partial trace, hamming distance, euclidean distance, total variation distance, distance metric learning, normalized compression distance"
trace distance appears,"trace distance, distance metric, information distance, hamming distance, euclidean distance, total variation distance, distance metric learning, normalized compression distance"
tracking technologies,"motion tracking technologies, communications technologies used, hardware technologies, supports network technologies built, virtual technologies"
