Phrase,Neighbours
shift cipher,"block cipher, mean shift algorithm, vigenre cipher, caesar cipher, markov shift, caesar shift"
shuffling algorithm,"shuffling algorithms, sorting algorithm, sequential algorithm, randomized algorithm, sweep line algorithm, comparative sorting algorithm, mean shift algorithm, concurrent algorithm, forward algorithm, online algorithm"
shuffling algorithms,"shuffling algorithm, sorting algorithms, sequential algorithms, randomized algorithms, distributed algorithms, sweep line algorithms, efficient algorithms, iterative algorithms, online algorithms, standard computer algorithms"
sibling calls,
side channel attack,"DMA attack, dma attack"
sigmoid curve,"sigmoid function, sigmoid functions, standard sigmoid functions, ogee curve, representation curve, gompertz curve"
sigmoid function,"sigmoid functions, standard sigmoid functions, sigmoid curve, logarithm function, basic function, mathematical function, exact function, logistic function, map function, differentiable function"
sigmoid functions,"sigmoid function, standard sigmoid functions, sigmoid curve, math functions, radial functions, polynomial functions, main functions, complex functions, fold functions, activation functions"
signal generation,"signal processing, digital signal, digital signal processing, analog signal, input signal, distributed key generation, spanning tree generation"
signal processing,"digital signal processing, signal generation, digital signal, input signal, analog signal, processing power, image processing, processing unit, speech processing applications, text processing"
significant digits,
similarity learning,"learning theory, feature learning, instance-based learning, machine learning, supervised feature learning, deep learning, statistical learning theory, representation learning, reinforcement learning, computer learning"
simple directed graphs,"directed graphs, directed graph, directed acyclic graph, directed graphical model, directed networks, directed edge"
simulated neurons,"artificial neurons, artificial neurons stochastic transfer functions"
single core cpu,"single core processors, core processor, core algorithms, cpu cache, 3d core graphics system, single nearest neighbor"
single core processors,"single core cpu, core processor, computer processors, network processors, scalar processors, core algorithms, bit mips processors, 3d core graphics system, clipper processors, single nearest neighbor"
single nearest neighbor,"nearest neighbor problem, k nearest neighbors, nearest neighbor algorithm, single core cpu, single core processors"
singleton pattern,"Singleton pattern, pattern language, creational pattern, pattern matching, template method pattern, concurrent pattern calculus, pattern calculus, factory method pattern, pattern recognition, frequent pattern discovery"
Singleton pattern,"singleton pattern, pattern language, creational pattern, pattern matching, template method pattern, concurrent pattern calculus, pattern calculus, factory method pattern, pattern recognition, frequent pattern discovery"
site tracing,
situ matrix transposition,"in-place matrix transposition, matrix decomposition, matrix decompositions, matrix structures, matrix analysis, matrix operations, degree matrix, system matrix, matrix splitting, matrix algorithms"
size computation,"computation time, symbolic computation, numeric computation, natural computation, symbolic-numeric computation, evolutionary computation, quantum computation language, biological computation"
skew heap,"skew heaps, meldable heap, meldable heap implementation"
skew heaps,skew heap
sleep algorithm,"time algorithm, algorithm design technique, shuffling algorithm, approximation algorithm, online algorithm, polynomial time algorithm, optimization algorithm, mean shift algorithm, algorithm theory, SchÃ¶nhageÂStrassen algorithm"
smoothness assumption,"background assumption, markov assumption"
soft computing,"advanced computing environment, computing resources, scientific computing, computing power, parallel computing, computing machinery, human-centered computing, distributed computing environment, distributed computing, biologically inspired computing"
soft decision viterbi decoders,"viterbi decoder, viterbi algorithm, modern decision theory, decision making problems, decision tree technique, decision trees, decision rules, decision model, decision boundary, decision boundaries"
software application,"software project, software engineering, software solution, software development, software engineeringis, software implementations, software construction, software frameworks, software structure, application design"
software architect,"software architects, software engineer, software engineers, software engineering, software engineering body, software design, software development, software engineeringis, software construction, software structure"
software architects,"software architect, software engineers, software design, software engineer, software engineering, software engineering body, software construction, software development, software engineeringis, software structure"
software construction,"software engineering, software development, software project, software structure, software implementations, software solution, software engineeringis, software architects, software application, software engineers"
software design,"Software design pattern, software design description, software development, application design, software engineering, software engineering body, behavioral software design pattern, software architects, software architect, software engineers"
software design description,"software design, Software design pattern, behavioral software design pattern, application design, information technologysystems designsoftware design descriptions, design patterns, user experience design, object-oriented design, hardware description language, design pattern"
Software design pattern,"software design, software design description, behavioral software design pattern, application design, design patterns, design pattern, software engineering, software frameworks, information technologysystems designsoftware design descriptions, object-oriented design"
software development,"software engineering, software project, software design, software construction, software application, software engineering body, software structure, software engineeringis, software implementations, software engineers"
software engineer,"software engineers, software architect, software engineering, software engineering body, software architects, software engineeringis, software development, software construction, software design, software application"
software engineering,"software engineering body, software engineers, software construction, software development, software engineer, software design, software architect, software application, software structure, software architects"
software engineering body,"software engineering, software engineers, software design, software engineer, software development, software architect, software architects, software solution, software frameworks, software implementations"
software engineeringis,"software engineers, software engineer, software development, software construction, software application, software architect, software structure, software implementations, software project, software architects"
software engineers,"software engineer, software engineering, software architect, software architects, software engineering body, software engineeringis, software design, software development, software construction, software application"
software frameworks,"software structure, software implementations, software project, software system, software application, software development, software solution, software design, software construction, software engineering"
software implementations,"software frameworks, software structure, software solution, software construction, software system, software development, software engineering, software application, software design, software engineeringis"
software performance analysis,"system performance, performance analyzer, software requirements analysis, software structure, software design, evaluate computer software, software construction, software engineering, software development, lightweight software"
software pipelining,"software construction, lightweight software, software structure, software engineering, software solution, software design, software project, software development, software application, software engineeringis"
software problem,"software application, software construction, software development, software vulnerabilities, software engineering, software design, software engineeringis, software engineer, software structure, software architect"
software programs,"computer programs, source programs, numerical computing programs"
software project,"software development, software construction, software application, software solution, software frameworks, software structure, software engineeringis, software engineers, evaluate computer software, modeling software"
software requirements analysis,"software design, software performance analysis, software construction, software development, software structure, software implementations, software engineering, evaluate computer software, software project, software application"
software solution,"software system, software application, software project, software implementations, software construction, software development, software engineering, software design, software structure, software frameworks"
software structure,"software frameworks, software construction, software implementations, software system, software engineering, software development, software project, software application, software solution, software engineeringis"
software system,"software solution, software structure, software implementations, software frameworks, software engineering, software engineers, lightweight software, user interface software, information system, software engineer"
software systems,"computer systems, systems architecture, operating systems, systems engineering, embedded systems, artificial systems, gaming systems, systems theory, sql systems, database systems"
software verification method,"evaluate computer software, software engineering, software application, proof method, software construction, modelling software, computer security software, modeling software, optimization software, software architect"
software vulnerabilities,"software problem, software system, computer security software, software implementations, software performance analysis, software requirements analysis, software solution, software construction, software project, software frameworks"
solving sparse linear systems,"sparse approximation, sparse grids, sparse graph, sparse grid, computational systems, sparse distributed memory, lazy learning systems, reduction systems, fuzzy systems, artificial systems"
sort keys,"digital sort, insertion sort, parallel sort, comparison sort, radix sort, hybrid merge sort, pigeonhole sort, encryption keys"
sorted binary tree,"binary tree, binary search tree, binary trees, binary search tree algorithm, binary search tree data structures, random binary tree, balancing binary search tree, random binary trees, self-balancing binary search tree, tree decomposition"
sorting algorithm,"sorting algorithms, comparative sorting algorithm, comparison sorting algorithms, sorting lists, shuffling algorithm, sequential algorithm, search algorithm, matching algorithm, division algorithm, optimization algorithm"
sorting algorithms,"sorting algorithm, comparative sorting algorithm, comparison sorting algorithms, sorting lists, shuffling algorithms, sequential algorithms, efficient algorithms, search algorithms, correction algorithms, standard computer algorithms"
sorting lists,"sorting algorithms, sorting algorithm, comparative sorting algorithm, comparison sorting algorithms, pigeonhole sorting, unrolled linked lists"
source code,"computer program source code, source programs, code libraries, binary lexicographic code, code development, computer code, code page, oriented code, lexicographic code, code points"
source programs,"source code, computer program source code, software programs, computer programs, numerical computing programs"
spanning tree generation,"spanning trees, balanced tree, tree traversal, tree decomposition, binary tree, tree decompositions, weight-balanced tree, rooted tree, ordered tree, decision tree technique"
spanning trees,"spanning tree generation, thus trees, extended binary trees, path trees, join trees, binary trees, search trees, decision trees, clique trees, avl trees"
sparse approximation,"solving sparse linear systems, sparse graph, approximation theory, approximation algorithms, approximation algorithm, sparse distributed memory, sparse grid, sparse grids, deterministic approximation, universal approximation theorem"
sparse distributed memory,"special memory allocation libraries, conventional dynamic memory allocation libraries, memory allocation, sparse approximation, sparse graph, sparse grid, memory space, memory sharing, solving sparse linear systems, automatic memory management"
sparse graph,"sparse grid, sparse grids, finite graph, sparse approximation, graph exploration, graph minor theory, solving sparse linear systems, graph state, directed graph, graph polynomial"
sparse grid,"sparse grids, sparse graph, sparse approximation, solving sparse linear systems, sparse distributed memory"
sparse grids,"sparse grid, sparse graph, solving sparse linear systems, sparse approximation, sparse distributed memory"
spatial multiplexing,"multiplexing technique, division multiplexing, spatial relations, static  pure spatial patterns"
spatial relations,spatial multiplexing
spatiotemporal pattern,"creational pattern, frequent pattern discovery, pattern language, pattern calculus, pattern recognition, structural pattern recognition, concurrent pattern calculus, pattern recognition task, statistical pattern recognition, pattern matching"
spatiotemporal patterns,"static  pure spatial patterns, classify patterns, design patterns"
special memory allocation libraries,"conventional dynamic memory allocation libraries, memory allocation, memory management, memory management unit, automatic memory management, memory space, memory protection, memory sharing, sparse distributed memory, memory debuggers"
specification language,"language specification, general-purpose language, programming language, programming language semantics, computer language, pattern language, common language runtime, scientific programming language, logic programming language, language modeling"
spectral centroid,"spectral method, spectral methods, spectral graph theory"
spectral graph theory,"graph theory, spectral method, spectral methods, graph minor theory, graph polynomial, graph states, graph state, graph algorithms, graph exploration, underlying graph"
spectral method,"spectral methods, spectral graph theory, spectral centroid, numerical method, scientific method, conjugate gradient method, backward euler method, implicit euler method, markowitz method, domain method"
spectral methods,"spectral method, spectral graph theory, spectral centroid, orthogonal decomposition methods, computational methods, lossy methods, linear regularization methods, finite element methods, computer methods, regularization methods"
speech activity detection,"speech detection, speech processing applications, speech processing, speech recognition, speech signals, automatic speech recognition, neurocomputational speech processing, speech tagging, feature detection, chi-square automatic interaction detection"
speech detection,"speech activity detection, speech recognition, speech processing, automatic speech recognition, speech processing applications, speech signals, neurocomputational speech processing, speech tagging, feature detection, chi-square automatic interaction detection"
speech processing,"speech processing applications, neurocomputational speech processing, speech detection, speech recognition, speech activity detection, speech signals, automatic speech recognition, speech tagging, natural language processing, text processing"
speech processing applications,"speech processing, speech detection, neurocomputational speech processing, speech activity detection, speech recognition, automatic speech recognition, speech signals, speech tagging, natural language processing, digital signal processing"
speech recognition,"automatic speech recognition, speech detection, speech processing, speech activity detection, speech signals, speech processing applications, speech tagging, gesture recognition, character recognition, neurocomputational speech processing"
speech signals,"speech detection, speech processing, speech recognition, speech activity detection, speech processing applications, automatic speech recognition, neurocomputational speech processing, speech tagging"
speech tagging,"speech recognition, speech processing, speech detection, speech processing applications, automatic speech recognition, speech signals, speech activity detection, neurocomputational speech processing"
spice protocol,"industrial protocol, internet protocol suite, network protocol, file exchange protocol, dynamic host configuration protocol, wireless routing protocol"
sql dump,"sql statements, sql systems, microsoft sql server"
sql statements,"sql systems, microsoft sql server, sql dump"
sql systems,"database systems, microsoft sql server, sql statements, systems architecture, software systems, computer algebra systems, computer systems, sql dump, systems theory, systems engineering"
squared euclidean distances,"euclidean distance, euclidean space, euclidean division, euclidean cubes, information distances"
stack machine,"call stack, stack register, main stack register, stack space, helmholtz machine, machine ethics, turing machine, probabilistic turing machine"
stack register,"main stack register, stack machine, call stack, stack space, register allocation, condition code register"
stack space,"stack machine, memory space, stack register, code space, call stack, main stack register, storage space, address space, sample space, problem space"
standard computer algorithms,"efficient algorithms, online algorithms, sequential algorithms, core algorithms, iterative algorithms, minimum degree algorithms, approximation algorithms, machine learning algorithms, search algorithms, genetic algorithms"
standard sigmoid functions,"sigmoid functions, sigmoid function, sigmoid curve, radial functions, math functions, polynomial functions, fold functions, activation functions, evaluation functions, empirical orthogonal functions"
star network,"computer network, digital network, network processors, internal network, decision network, belief network, network architecture, bayes network, network browsing, network protocol"
state machine,"state machine operating, state machines, finite state machines, abstract state machines, abstract state machine, machine processor, virtual machine, support-vector machine, virtual machine component, state space"
state machine operating,"state machine, state machines, operating systems, operating system, finite state machines, abstract state machines, abstract state machine, machine processor, virtual machine, virtual machine component"
state machines,"state machine, state machine operating, finite state machines, abstract state machines, abstract state machine, intelligent machines, support-vector machines, support vector machines, support vector machines algorithm, kernel machines"
state space,"euclidean space, dimensional space, abstract state machines, state machines, learning state, abstract state machine, state machine, finite state machines, address space, storage space"
static  pure spatial patterns,"spatiotemporal patterns, classify patterns, static arrays, spatial multiplexing, static compilation, design patterns, static hashing"
static arrays,"dynamic prefetched arrays, static compilation, associative arrays, static hashing, static  pure spatial patterns"
static compilation,"dynamic compilation, static arrays, compilation error, static hashing, compilation errors, static  pure spatial patterns"
static hashing,"hashing problem, semantic hashing, static compilation, static arrays, static  pure spatial patterns"
statistical classification,"classification criteria, statistical classifiers, classification accuracy, classification performance, classification tasks, classification problem, statistical inference, statistical pattern recognition, classification algorithms, statistical computing"
statistical classifiers,"statistical classification, statistical inference, statistical pattern recognition, statistical properties, statistical learning theory, statistical computing, statistical model, statistical databases, statistical modeling, statistical language model"
statistical computing,"statistical databases, statistical properties, statistical model, statistical modeling, statistical inference, classical statistical databases, statistical classification, scientific computing, statistical modelling, statistical learning theory"
statistical databases,"classical statistical databases, statistical computing, relational databases, statistical properties, current databases, statistical classification, statistical model, temporal databases, statistical inference, statistical modeling"
statistical density functions,"density function, probability density proportional, density operator, density matrix, kernel density estimation, joint density, statistical properties, joint density matrix, randomization functions, empirical orthogonal functions"
statistical inference,"variational inference, statistical classification, statistical model, statistical computing, statistical model comparison, statistical properties, statistical classifiers, inductive inference, statistical learning theory, statistical modeling"
statistical language model,"language model, language modeling, statistical model, statistical modeling, unified modelling language, statistical modelling, statistical model comparison, computer language, pronunciation model, formal language theory"
statistical learning theory,"learning theory, computational learning theory, machine learning, statistical classification, statistical computing, statistical inference, statistical classifiers, learning method, online machine learning, supervised learning models"
statistical mechanics,"statistical properties, statistical model, statistical modeling, statistical computing, statistical modelling, classical statistical databases, statistical model comparison, quantum mechanics, statistical inference, statistical databases"
statistical model,"statistical modeling, statistical modelling, statistical model comparison, statistical properties, statistical computing, statistical inference, statistical language model, mathematical model, data model, predictive model"
statistical model comparison,"statistical model, statistical modeling, statistical modelling, statistical inference, statistical language model, statistical properties, mathematical model, predictive model, statistical computing, prediction model"
statistical modeling,"statistical modelling, statistical model, statistical model comparison, statistical computing, cognitive modeling, statistical language model, Geometric modeling, statistical properties, statistical inference, modeling software"
statistical modelling,"statistical modeling, statistical model, statistical model comparison, statistical computing, statistical language model, statistical properties, modelling software, statistical inference, statistical mechanics, statistical databases"
statistical pattern recognition,"pattern recognition, pattern recognition task, structural pattern recognition, statistical classification, frequent pattern discovery, statistical classifiers, optical character recognition, statistical inference, statistical learning theory, recognition tasks"
statistical properties,"statistical computing, statistical model, statistical inference, statistical databases, statistical mechanics, statistical classification, statistical modeling, classical statistical databases, statistical density functions, statistical classifiers"
stochastic control,"stochastic optimal control, stochastic process, stochastic optimization, stochastic version, stochastic matrix, stochastic weights, right stochastic matrix, stochastic differential equations, stochastic gradient descent, stochastic optimization algorithms"
stochastic differential equations,"stochastic version, stochastic process, differential equations, stochastic optimization, stochastic control, stochastic matrix, stochastic weights, stochastic gradient descent, stochastic gradient langevin dynamics, right stochastic matrix"
stochastic diffusion search,"stochastic process, stochastic optimization, stochastic gradient descent, stochastic version, stochastic optimization algorithms, stochastic weights, stochastic differential equations, stochastic matrix, stochastic control, stochastic gradient langevin dynamics"
stochastic gradient descent,"gradient descent, stochastic optimization, stochastic process, stochastic version, stochastic diffusion search, stochastic weights, stochastic differential equations, stochastic optimization algorithms, stochastic matrix, stochastic control"
stochastic gradient langevin dynamics,"stochastic differential equations, stochastic gradient descent, stochastic process, stochastic diffusion search, stochastic weights, stochastic control, stochastic optimization, stochastic version, stochastic matrix, stochastic optimization algorithms"
stochastic matrix,"right stochastic matrix, left stochastic matrix, stochastic process, stochastic version, stochastic weights, stochastic optimization, stochastic control, stochastic differential equations, stochastic gradient descent, stochastic optimization algorithms"
stochastic optimal control,"stochastic control, control theory, model predictive control, optimal solution, linear quadratic gaussian control, fuzzy control systems, ai control problem, fuzzy control system, concurrency control, revision control software"
stochastic optimization,"stochastic optimization algorithms, stochastic process, stochastic control, stochastic version, stochastic gradient descent, stochastic weights, stochastic matrix, stochastic differential equations, stochastic diffusion search, optimization theory"
stochastic optimization algorithms,"stochastic optimization, optimization algorithm, optimization methods, stochastic process, optimization mechanism, optimization theory, stochastic gradient descent, optimization problems, nonlinear optimization, optimization problem"
stochastic process,"stochastic version, stochastic optimization, stochastic control, stochastic matrix, stochastic weights, stochastic gradient descent, stochastic diffusion search, stochastic differential equations, right stochastic matrix, stochastic optimization algorithms"
stochastic roadmap simulation,"stochastic process, stochastic optimization, stochastic version, stochastic optimization algorithms, stochastic matrix, stochastic gradient descent, stochastic weights, stochastic control, right stochastic matrix, stochastic diffusion search"
stochastic version,"stochastic process, stochastic weights, stochastic matrix, stochastic optimization, stochastic control, stochastic differential equations, right stochastic matrix, stochastic gradient descent, stochastic optimization algorithms, left stochastic matrix"
stochastic weights,"stochastic version, stochastic process, stochastic matrix, stochastic optimization, stochastic control, stochastic gradient descent, stochastic differential equations, right stochastic matrix, stochastic diffusion search, stochastic optimization algorithms"
storage space,"memory space, data storage, virtual memory address space, sample space, problem space, stack space, floor space, code space, binary space partitioning, address space"
strategy pattern,"design pattern, behavioral software design pattern, Software design pattern, factory method pattern, pattern language, pattern calculus, concurrent pattern calculus, pattern recognition task, structural pattern recognition, mvc design pattern"
streaming algorithm,"online algorithm, search algorithm, forward algorithm, lossless compression algorithm, linear programming algorithm finds, algorithm theory, learning algorithm, shuffling algorithm, binary search tree algorithm, recursive algorithm"
streaming data,"data streaming algorithms, streaming media, streaming text, processing data streams, multimedia data, data stream clustering, digital data, data transfer, displaying data, transfer data"
streaming media,"streaming data, streaming text"
streaming text,"streaming data, streaming media, data streaming algorithms, text processing, text retrieval, text analysis, program text, text mining, natural language text, extensible text framework"
string kernel,"string kernels, kernel function, kernel machines, bayesian kernel support vector machine, kernel density estimation, bit string"
string kernels,"string kernel, bit string"
structural analysis,"structured analysis, functional analysis, structural pattern recognition, conformational analysis, numerical analysis, mathematical analysis, structural recursion, oriented analysis, structural induction, text analysis"
structural induction,"structural analysis, structural recursion, structural pattern recognition"
structural pattern recognition,"pattern recognition, statistical pattern recognition, pattern recognition task, structural analysis, design pattern, frequent pattern discovery, character recognition, pattern language, pattern calculus, creational pattern"
structural recursion,"polymorphic recursion, structural analysis, structural induction, structural pattern recognition"
structure mining,"technology mining, tech mining, fp mining, structured data mining, data mining, search data structure, text mining, data structure, untyped tree structure, logical structure"
structured analysis,"structured data, structured model, structured data sets, oriented analysis, structured data mining, structural analysis, functional analysis, data analysis, text analysis, structured probabilistic model"
structured data,"structured data sets, structured data mining, structured analysis, data structure, data structures, abstract data structures, structured model, arbitrary data structures, data abstraction, data sets"
structured data mining,"structured data, data mining, structured data sets, search data structure, structured analysis, data structure, data abstraction, structure mining, text mining, abstract data structures"
structured data sets,"structured data, data sets, data set, structured data mining, arbitrary data structures, data structures, data structure, structured analysis, abstract data structures, structured model"
structured model,"semi-structured model, structured analysis, structured data, relational model, structured probabilistic model, structured data sets, data model, model sequences, graphical model, generative model"
structured probabilistic model,"probabilistic models, probabilistic model, probabilistic relational model, probabilistic graphical model, probabilistic relationships, probabilistic parsing mechanism, probabilistic tests, structured model, semi-structured model, probabilistic turing machine"
structured svm,"linear bayesian svm, bayesian svm, structured model, structured data, structured analysis, structured data sets, structured data mining, structured probabilistic model"
subject-oriented programming,"computer programming, feature oriented programming, Object Oriented Programming, object oriented programming, programming environments, programming language, programming language theory, scientific programming language, computer programming tasks, programming paradigm"
subrecursive hierarchies,
subsymbolic artificial intelligence,"artificial intelligence, symbolic artificial intelligence, traditional artificial intelligence, artificial intelligence laboratory, distributed artificial intelligence, computational intelligence, artificial intelligent agents, expression computational intelligence, distributed artificial intelligence systems, artificial neural networks"
successive linear programming,"sequential linear programming, linear programming, linear programming algorithm finds, automatic programming, functional programming, computer programming, reactive programming, computer programming tasks, evolutionary programming, programming paradigm"
successive parabolic interpolation,successive linear programming
superconducting computing,"superconducting quantum computing, quantum computing, numerical computing programs, computing power, cambridge quantum computing, parallel computing, advanced computing environment, computing machinery, soft computing, computing resources"
superconducting quantum computing,"superconducting computing, quantum computing, quantum computer, quantum computation language, quantum programming, cambridge quantum computing, quantum programming environment, topological quantum computer, quantum information, quantum error"
superscalar processor,"core processor, machine processor, scalar processor, processor time"
supervised feature learning,"feature learning, supervised learning, unsupervised feature learning, supervised learning model, semi-supervised learning, supervised learning models, supervised machine learning, supervised learning algorithm, feature detection, feature oriented programming"
supervised learning,"semi-supervised learning, supervised learning model, supervised learning models, supervised machine learning, supervised learning algorithm, supervised feature learning, based learning, human learning, learning method, transductive learning"
supervised learning algorithm,"learning algorithm, based learning algorithms, machine learning algorithms, supervised machine learning, supervised learning, supervised learning model, supervised learning models, semi-supervised learning, kernelized learning algorithms, based machine learning"
supervised learning model,"supervised learning models, supervised learning, supervised machine learning, semi-supervised learning, supervised learning algorithm, supervised feature learning, learning method, machine learning, based machine learning, based learning"
supervised learning models,"supervised learning model, supervised learning, supervised machine learning, semi-supervised learning, supervised learning algorithm, supervised feature learning, learning method, machine learning, learning theory, modern deep learning models"
supervised machine learning,"machine learning, based machine learning, online machine learning, supervised learning, supervised learning algorithm, machine learning tasks, supervised learning model, rule-based machine learning, machine learning algorithms, semi-supervised learning"
supervised method,"supervised learning, supervised learning algorithm, supervised learning model, supervised learning models, evaluation method, method call, supervised machine learning, learning method, proof method, heuristic method"
support vector machines,"support-vector machines, support vector machines algorithm, vector machine models, support vectors, bayesian kernel support vector machine, vector optimization, vector field, dimensional vector space model implementations, vector clustering algorithm, intelligent machines"
support vector machines algorithm,"support vector machines, support-vector machines, vector optimization, vector machine models, bayesian kernel support vector machine, vector clustering algorithm, support vectors, algorithm design technique, algorithm theory, learning algorithm"
support vectors,"support vector machines, row vectors, binary vectors, support vector machines algorithm, bayesian kernel support vector machine, random vectors"
support-vector machine,"support-vector machines, least-squares support-vector machine, based machine learning, abstract state machine, machine processor, state machine, supervised machine learning, virtual machine component, state machine operating, machine learning"
support-vector machines,"support-vector machine, support vector machines, support vector machines algorithm, least-squares support-vector machine, intelligent machines, abstract state machines, state machines, abstract machines, finite state machines, probabilistic turing machines"
swarm intelligence,"swarm intelligence algorithms, intelligence analysis, distributed artificial intelligence, artificial intelligence, distributed artificial intelligence systems, artificial intelligence laboratory, subsymbolic artificial intelligence, symbolic artificial intelligence, traditional artificial intelligence, computational intelligence"
swarm intelligence algorithms,"swarm intelligence, distributed artificial intelligence systems, distributed artificial intelligence, machine learning algorithms, cluster analysis algorithms, intelligence analysis, artificial intelligence, evolutionary algorithms, distributed algorithms, clustering algorithms"
sweep line algorithm,"sweep line algorithms, plane sweep algorithm, sweep surface, plane sweep, baumwelch algorithm, shuffling algorithm, conquer algorithm, algorithm theory, division algorithm, approximation algorithm"
sweep line algorithms,"sweep line algorithm, plane sweep algorithm, sweep surface, plane sweep, shuffling algorithms, efficient algorithms, offline algorithms, standard computer algorithms, sequential algorithms, approximation algorithms"
sweep surface,"sweep line algorithm, sweep line algorithms, plane sweep algorithm, plane sweep, bounded flat surface"
symbolic artificial intelligence,"artificial intelligence, traditional artificial intelligence, artificial intelligence laboratory, subsymbolic artificial intelligence, artificial intelligent agents, distributed artificial intelligence, computational intelligence, distributed artificial intelligence systems, expression computational intelligence, artificial neural networks"
symbolic computation,"symbolic-numeric computation, natural computation, computation time, quantum computation language, numeric computation, biological computation, size computation, evolutionary computation"
symbolic-numeric computation,"numeric computation, symbolic computation, natural computation, biological computation, computation time, quantum computation language, size computation, evolutionary computation"
Symmetric-key algorithm,"key algorithm, algorithm theory, encryption algorithm, karatsuba algorithm, greedy algorithm, approximation algorithm, eigenvalue algorithm, parallel algorithm, min-conflicts algorithm, robbinsmonro optimization algorithm"
synchronous optical networking,"autonomic networking, delay-tolerant networking, active networking, traditional computer networking, tolerant networking algorithms, optical character recognition"
syntactic transformations,linear transformations
synthetic consciousness,"artificial consciousness, machine consciousness"
system level analysis,"system performance, information system, system usability scale, data analysis, computational system, principal component analysis, oriented analysis, system matrix, linear system, structured analysis"
system matrix,"matrix structures, matrix analysis, matrix operations, matrix algorithms, matrix decomposition, matrix equations, matrix decompositions, inverse matrix, degree matrix, adjacency matrix"
system performance,"software performance analysis, performance analyzer, system usability scale, system level analysis, software system, operating system, information system, computational system, linear system, system matrix"
system usability scale,"system performance, system level analysis, software system, information system, operating system, computational system, linear system, 3d user interaction system, graphics system, reasoning system"
systems architecture,"systems engineering, computer architecture, computer systems, software systems, embedded systems, operating systems, functional architecture, systems theory, computer network architecture, information architecture"
systems engineering,"systems architecture, artificial systems, systems theory, software systems, computer systems, software engineering, embedded systems, computational systems, adaptive systems, knowledge engineering"
systems theory,"dynamical systems theory, artificial systems, systems architecture, systems engineering, computational systems, reasoning systems, control theory, adaptive systems, computer algebra systems, computer systems"
table structure,"lookup table, dynamic table, database table, data structure, truth table, hash table, logical structure, untyped tree structure, internet addressing structure, search data structure"
taxonomic databases,"relational databases, statistical databases, classical statistical databases, current databases, temporal databases"
tech mining,"technology mining, structure mining, fp mining, data mining, text mining, structured data mining"
technology database,"database systems, technology information, information technology, database model, database table, temporal database, technology intelligence branches, database relation, hierarchical database modelit, technology mining"
technology information,"information technology, information technology methods, digital information, information science, information system, technology database, technology intelligence branches, information theory, online information, information architecture"
technology intelligence branches,"intelligence analysis, technology information, information technology, artificial intelligence laboratory, artificial intelligence, computational intelligence, information technology methods, virtual intelligence, traditional artificial intelligence, symbolic artificial intelligence"
technology mining,"tech mining, structure mining, fp mining, data mining, text mining, technology database, structured data mining, technology information, information technology, technology intelligence branches"
telecommunications network,"communications network, computer network, digital network, network protocol, network architecture, network browsing, internal network, network environments, computer network architecture, computer network programming"
template method pattern,"factory method pattern, pattern language, document pattern, mvc design pattern, design pattern, Singleton pattern, singleton pattern, method call, pattern calculus, abstract document pattern"
temporal coding,"temporal sequence, temporal patterning, temporal database, temporal databases, temporal coupling, coding theory, range coding, adaptive huffman coding, huffman coding"
temporal coupling,"sequential coupling, temporal sequence, temporal patterning, temporal coding, temporal databases, temporal database"
temporal database,"temporal databases, temporal sequence, temporal coding, database model, database systems, relational database, relational database theory, relational database models, temporal patterning, technology database"
temporal databases,"temporal database, temporal sequence, current databases, relational databases, temporal coding, statistical databases, classical statistical databases, temporal patterning, temporal coupling, taxonomic databases"
temporal patterning,"temporal sequence, temporal coding, temporal coupling, temporal databases, temporal database"
temporal sequence,"temporal patterning, temporal coding, temporal databases, temporal database, temporal coupling, sequence data, sequence labeling task, sequence labeling, polynomial sequence, video sequence"
tensor product,hadamard product
term complex data type,"data type, rational data type, primitive data types, data structure, data type constrains, complex functions, structured data, abstract data type, abstract data types, data structures"
term data model,"data model, data modeling, data base model, data analysis, logical data model, database model, structured model, data structure, statistical model, relational model"
terminal node,"root node, outer node, external node, Node Link, leaf node"
terrestrial networks,"ambient networks, directed networks, connectionist networks, progressive networks, router networks, heterogeneous networks, sensor networks, bayesian networks, generative adversarial networks, semantic networks"
test bits,
text analysis,"text processing, text mining, text retrieval, program text, structured analysis, natural language text, data analysis, extensible text framework, streaming text, structural analysis"
text mining,"data mining, text analysis, tech mining, text processing, technology mining, structured data mining, structure mining, fp mining, streaming text, program text"
